GeoLevel,RegionName,RegionAbbreviation,NationName,NationAbbreviation,CityName,StateAbbreviation,StateName,Latitude,Longitude,Population,Timezone,YouthEngagement
4,North America,NA,,,,,,,,,,50
3,North America,NA,Canada,CAN,,,,,,,,50
3,North America,NA,United States,USA,,,,,,,,50
2,North America,NA,Canada,CAN,,ON,Ontario,,,,,50
2,North America,NA,United States,USA,,AL,Alabama,,,,,50
2,North America,NA,United States,USA,,AK,Alaska,,,,,50
2,North America,NA,United States,USA,,AZ,Arizona,,,,,60
2,North America,NA,United States,USA,,AR,Arkansas,,,,,50
2,North America,NA,United States,USA,,CA,California,,,,,90
2,North America,NA,United States,USA,,CO,Colorado,,,,,50
2,North America,NA,United States,USA,,CT,Connecticut,,,,,50
2,North America,NA,United States,USA,,DE,Delaware,,,,,50
2,North America,NA,United States,USA,,DC,District of Columbia,,,,,50
2,North America,NA,United States,USA,,FL,Florida,,,,,70
2,North America,NA,United States,USA,,GA,Georgia,,,,,70
2,North America,NA,United States,USA,,HI,Hawaii,,,,,50
2,North America,NA,United States,USA,,ID,Idaho,,,,,50
2,North America,NA,United States,USA,,IL,Illinois,,,,,50
2,North America,NA,United States,USA,,IN,Indiana,,,,,70
2,North America,NA,United States,USA,,IA,Iowa,,,,,50
2,North America,NA,United States,USA,,KS,Kansas,,,,,50
2,North America,NA,United States,USA,,KY,Kentucky,,,,,50
2,North America,NA,United States,USA,,LA,Louisiana,,,,,60
2,North America,NA,United States,USA,,ME,Maine,,,,,50
2,North America,NA,United States,USA,,MD,Maryland,,,,,50
2,North America,NA,United States,USA,,MA,Massachusetts,,,,,50
2,North America,NA,United States,USA,,MI,Michigan,,,,,50
2,North America,NA,United States,USA,,MN,Minnesota,,,,,55
2,North America,NA,United States,USA,,MO,Mississippi,,,,,50
2,North America,NA,United States,USA,,MS,Missouri,,,,,50
2,North America,NA,United States,USA,,MT,Montana,,,,,50
2,North America,NA,United States,USA,,NE,Nebraska,,,,,50
2,North America,NA,United States,USA,,NV,Nevada,,,,,50
2,North America,NA,United States,USA,,NH,New Hampshire,,,,,50
2,North America,NA,United States,USA,,NJ,New Jersey,,,,,50
2,North America,NA,United States,USA,,NM,New Mexico,,,,,50
2,North America,NA,United States,USA,,NY,New York,,,,,65
2,North America,NA,United States,USA,,NC,North Carolina,,,,,60
2,North America,NA,United States,USA,,ND,North Dakota,,,,,50
2,North America,NA,United States,USA,,OH,Ohio,,,,,50
2,North America,NA,United States,USA,,OK,Oklahoma,,,,,50
2,North America,NA,United States,USA,,OR,Oregon,,,,,50
2,North America,NA,United States,USA,,PA,Pennsylvania,,,,,55
2,North America,NA,United States,USA,,RI,Rhode Island,,,,,50
2,North America,NA,United States,USA,,SC,South Carolina,,,,,50
2,North America,NA,United States,USA,,SD,South Dakota,,,,,50
2,North America,NA,United States,USA,,TN,Tennessee,,,,,50
2,North America,NA,United States,USA,,TX,Texas,,,,,65
2,North America,NA,United States,USA,,UT,Utah,,,,,50
2,North America,NA,United States,USA,,VT,Vermont,,,,,50
2,North America,NA,United States,USA,,VA,Virginia,,,,,60
2,North America,NA,United States,USA,,WA,Washington,,,,,50
2,North America,NA,United States,USA,,WV,West Virginia,,,,,50
2,North America,NA,United States,USA,,WI,Wisconsin,,,,,50
2,North America,NA,United States,USA,,WY,Wyoming,,,,,50
1,North America,NA,Canada,CAN,Toronto,ON,Ontario,43.44,-79,5928000,E,50
1,North America,NA,United States,USA,Abbeville,AL,Alabama,31.5664,-85.2527,2567,C,50
1,North America,NA,United States,USA,Adamsville,AL,Alabama,33.6063,-86.9745,4347,C,50
1,North America,NA,United States,USA,Alabaster,AL,Alabama,33.2197,-86.8225,33202,C,50
1,North America,NA,United States,USA,Albertville,AL,Alabama,34.2631,-86.2106,37220,C,50
1,North America,NA,United States,USA,Alexander City,AL,Alabama,32.9242,-85.9361,9222,C,50
1,North America,NA,United States,USA,Aliceville,AL,Alabama,33.1237,-88.1594,2335,C,50
1,North America,NA,United States,USA,Andalusia,AL,Alabama,31.3101,-86.4781,6486,C,50
1,North America,NA,United States,USA,Anniston,AL,Alabama,33.6713,-85.8136,75169,C,50
1,North America,NA,United States,USA,Arab,AL,Alabama,34.3308,-86.499,8244,C,50
1,North America,NA,United States,USA,Ardmore,AL,Alabama,34.9847,-86.8373,1398,C,50
1,North America,NA,United States,USA,Argo,AL,Alabama,33.6962,-86.5066,4268,C,50
1,North America,NA,United States,USA,Ashford,AL,Alabama,31.1859,-85.2363,2144,C,50
1,North America,NA,United States,USA,Ashland,AL,Alabama,33.2704,-85.8337,1932,C,50
1,North America,NA,United States,USA,Ashville,AL,Alabama,33.8331,-86.2698,2291,C,50
1,North America,NA,United States,USA,Athens,AL,Alabama,34.7847,-86.951,29192,C,50
1,North America,NA,United States,USA,Atmore,AL,Alabama,31.0926,-87.4763,6368,C,50
1,North America,NA,United States,USA,Attalla,AL,Alabama,34.0049,-86.104,5827,C,50
1,North America,NA,United States,USA,Auburn,AL,Alabama,32.6084,-85.4897,89577,C,50
1,North America,NA,United States,USA,Bay Minette,AL,Alabama,30.893,-87.7913,8532,C,50
1,North America,NA,United States,USA,Bayou La Batre,AL,Alabama,30.4126,-88.261,2512,C,50
1,North America,NA,United States,USA,Bear Creek,AL,Alabama,34.2651,-87.7164,1042,C,50
1,North America,NA,United States,USA,Berry,AL,Alabama,33.6623,-87.6079,1098,C,50
1,North America,NA,United States,USA,Bessemer,AL,Alabama,33.3709,-86.9714,26386,C,50
1,North America,NA,United States,USA,Birmingham,AL,Alabama,33.5276,-86.7988,744189,C,50
1,North America,NA,United States,USA,Blountsville,AL,Alabama,34.0814,-86.5867,1670,C,50
1,North America,NA,United States,USA,Boaz,AL,Alabama,34.1985,-86.1529,9652,C,50
1,North America,NA,United States,USA,Brent,AL,Alabama,32.9421,-87.1753,5432,C,50
1,North America,NA,United States,USA,Brewton,AL,Alabama,31.1111,-87.0737,6648,C,50
1,North America,NA,United States,USA,Bridgeport,AL,Alabama,34.9495,-85.7243,2312,C,50
1,North America,NA,United States,USA,Brighton,AL,Alabama,33.4393,-86.9454,2801,C,50
1,North America,NA,United States,USA,Brookside,AL,Alabama,33.638,-86.9014,1329,C,50
1,North America,NA,United States,USA,Brookwood,AL,Alabama,33.2398,-87.3277,1857,C,50
1,North America,NA,United States,USA,Brundidge,AL,Alabama,31.7182,-85.8177,1952,C,50
1,North America,NA,United States,USA,Butler,AL,Alabama,32.0951,-88.214,1738,C,50
1,North America,NA,United States,USA,Calera,AL,Alabama,33.1249,-86.745,13979,C,50
1,North America,NA,United States,USA,Camden,AL,Alabama,32.0007,-87.2967,1845,C,50
1,North America,NA,United States,USA,Carbon Hill,AL,Alabama,33.8944,-87.5224,1928,C,50
1,North America,NA,United States,USA,Cedar Bluff,AL,Alabama,34.2215,-85.5887,1798,C,50
1,North America,NA,United States,USA,Center Point,AL,Alabama,33.6447,-86.6851,16313,C,50
1,North America,NA,United States,USA,Centre,AL,Alabama,34.1553,-85.6707,3716,C,50
1,North America,NA,United States,USA,Centreville,AL,Alabama,32.9597,-87.1334,2680,C,50
1,North America,NA,United States,USA,Chatom,AL,Alabama,31.4691,-88.246,1211,C,50
1,North America,NA,United States,USA,Chelsea,AL,Alabama,33.3256,-86.6303,13011,C,50
1,North America,NA,United States,USA,Cherokee,AL,Alabama,34.7577,-87.967,1005,C,50
1,North America,NA,United States,USA,Chickasaw,AL,Alabama,30.7715,-88.0794,5794,C,50
1,North America,NA,United States,USA,Childersburg,AL,Alabama,33.296,-86.3457,4905,C,50
1,North America,NA,United States,USA,Citronelle,AL,Alabama,31.0952,-88.2467,3900,C,50
1,North America,NA,United States,USA,Clanton,AL,Alabama,32.8439,-86.623,5876,C,50
1,North America,NA,United States,USA,Clay,AL,Alabama,33.698,-86.6067,9599,C,50
1,North America,NA,United States,USA,Clayton,AL,Alabama,31.8822,-85.4604,2871,C,50
1,North America,NA,United States,USA,Cleveland,AL,Alabama,33.9965,-86.5671,1308,C,50
1,North America,NA,United States,USA,Clio,AL,Alabama,31.7085,-85.6109,1476,C,50
1,North America,NA,United States,USA,Coaling,AL,Alabama,33.1642,-87.3534,1660,C,50
1,North America,NA,United States,USA,Collinsville,AL,Alabama,34.2669,-85.8653,1969,C,50
1,North America,NA,United States,USA,Columbiana,AL,Alabama,33.1931,-86.6115,2925,C,50
1,North America,NA,United States,USA,Coosada,AL,Alabama,32.4979,-86.3282,1283,C,50
1,North America,NA,United States,USA,Cordova,AL,Alabama,33.7613,-87.1925,1957,C,50
1,North America,NA,United States,USA,Cottonwood,AL,Alabama,31.0549,-85.301,1256,C,50
1,North America,NA,United States,USA,Cowarts,AL,Alabama,31.204,-85.3062,2040,C,50
1,North America,NA,United States,USA,Creola,AL,Alabama,30.8902,-88.0101,1995,C,50
1,North America,NA,United States,USA,Crossville,AL,Alabama,34.2853,-85.9996,1847,C,50
1,North America,NA,United States,USA,Cullman,AL,Alabama,34.1791,-86.8402,19114,C,50
1,North America,NA,United States,USA,Dadeville,AL,Alabama,32.8326,-85.7675,3106,C,50
1,North America,NA,United States,USA,Daleville,AL,Alabama,31.2915,-85.7115,5122,C,50
1,North America,NA,United States,USA,Daphne,AL,Alabama,30.6291,-87.8872,69065,C,50
1,North America,NA,United States,USA,Dauphin Island,AL,Alabama,30.2525,-88.1438,1269,C,50
1,North America,NA,United States,USA,Deatsville,AL,Alabama,32.5865,-86.3916,1164,C,50
1,North America,NA,United States,USA,Decatur,AL,Alabama,34.573,-86.9905,68816,C,50
1,North America,NA,United States,USA,Demopolis,AL,Alabama,32.498,-87.8298,5907,C,50
1,North America,NA,United States,USA,Dora,AL,Alabama,33.7292,-87.085,1913,C,50
1,North America,NA,United States,USA,Dothan,AL,Alabama,31.2336,-85.4068,71620,C,50
1,North America,NA,United States,USA,Double Springs,AL,Alabama,34.1496,-87.4028,1036,C,50
1,North America,NA,United States,USA,East Brewton,AL,Alabama,31.0906,-87.0556,2386,C,50
1,North America,NA,United States,USA,Eclectic,AL,Alabama,32.639,-86.0383,1020,C,50
1,North America,NA,United States,USA,Elba,AL,Alabama,31.4172,-86.0759,3875,C,50
1,North America,NA,United States,USA,Elberta,AL,Alabama,30.3847,-87.5886,1714,C,50
1,North America,NA,United States,USA,Elmore,AL,Alabama,32.5461,-86.3329,1306,C,50
1,North America,NA,United States,USA,Enterprise,AL,Alabama,31.3276,-85.8459,38737,C,50
1,North America,NA,United States,USA,Eufaula,AL,Alabama,31.9102,-85.1505,8727,C,50
1,North America,NA,United States,USA,Eutaw,AL,Alabama,32.8436,-87.8987,2687,C,50
1,North America,NA,United States,USA,Evergreen,AL,Alabama,31.4379,-86.9584,2349,C,50
1,North America,NA,United States,USA,Fairfield,AL,Alabama,33.4747,-86.9194,10683,C,50
1,North America,NA,United States,USA,Fairhope,AL,Alabama,30.5221,-87.8817,20935,C,50
1,North America,NA,United States,USA,Falkville,AL,Alabama,34.3794,-86.9086,1248,C,50
1,North America,NA,United States,USA,Fayette,AL,Alabama,33.6943,-87.8307,3210,C,50
1,North America,NA,United States,USA,Flomaton,AL,Alabama,31.0127,-87.2541,1389,C,50
1,North America,NA,United States,USA,Florala,AL,Alabama,31.0176,-86.3138,1913,C,50
1,North America,NA,United States,USA,Florence,AL,Alabama,34.83,-87.6658,78112,C,50
1,North America,NA,United States,USA,Foley,AL,Alabama,30.3987,-87.6646,33113,C,50
1,North America,NA,United States,USA,Fort Deposit,AL,Alabama,31.9863,-86.5664,1186,C,50
1,North America,NA,United States,USA,Fort Payne,AL,Alabama,34.4557,-85.6965,7048,C,50
1,North America,NA,United States,USA,Frisco City,AL,Alabama,31.4353,-87.4037,1190,C,50
1,North America,NA,United States,USA,Fultondale,AL,Alabama,33.6177,-86.8015,9190,C,50
1,North America,NA,United States,USA,Fyffe,AL,Alabama,34.4496,-85.905,1018,C,50
1,North America,NA,United States,USA,Gadsden,AL,Alabama,34.009,-86.0156,61656,C,50
1,North America,NA,United States,USA,Gardendale,AL,Alabama,33.6676,-86.807,13906,C,50
1,North America,NA,United States,USA,Geneva,AL,Alabama,31.0437,-85.8764,2602,C,50
1,North America,NA,United States,USA,Georgiana,AL,Alabama,31.6391,-86.7468,1632,C,50
1,North America,NA,United States,USA,Glencoe,AL,Alabama,33.9447,-85.9319,5152,C,50
1,North America,NA,United States,USA,Good Hope,AL,Alabama,34.1098,-86.865,2305,C,50
1,North America,NA,United States,USA,Goodwater,AL,Alabama,33.0608,-86.0516,1330,C,50
1,North America,NA,United States,USA,Gordo,AL,Alabama,33.322,-87.904,1644,C,50
1,North America,NA,United States,USA,Graysville,AL,Alabama,33.6583,-86.9674,2094,C,50
1,North America,NA,United States,USA,Greensboro,AL,Alabama,32.7014,-87.595,2314,C,50
1,North America,NA,United States,USA,Greenville,AL,Alabama,31.8437,-86.6379,5652,C,50
1,North America,NA,United States,USA,Grove Hill,AL,Alabama,31.7033,-87.7759,1456,C,50
1,North America,NA,United States,USA,Guin,AL,Alabama,33.9829,-87.9017,2274,C,50
1,North America,NA,United States,USA,Gulf Shores,AL,Alabama,30.2727,-87.7073,11809,C,50
1,North America,NA,United States,USA,Guntersville,AL,Alabama,34.3674,-86.2634,8429,C,50
1,North America,NA,United States,USA,Hackleburg,AL,Alabama,34.2693,-87.8303,1467,C,50
1,North America,NA,United States,USA,Haleyville,AL,Alabama,34.2349,-87.6165,3742,C,50
1,North America,NA,United States,USA,Hamilton,AL,Alabama,34.1346,-87.9755,6646,C,50
1,North America,NA,United States,USA,Hanceville,AL,Alabama,34.0634,-86.7651,3352,C,50
1,North America,NA,United States,USA,Harpersville,AL,Alabama,33.3184,-86.4286,1713,C,50
1,North America,NA,United States,USA,Hartford,AL,Alabama,31.1055,-85.6916,2592,C,50
1,North America,NA,United States,USA,Hartselle,AL,Alabama,34.4391,-86.94,14373,C,50
1,North America,NA,United States,USA,Hayden,AL,Alabama,33.882,-86.7839,1348,C,50
1,North America,NA,United States,USA,Headland,AL,Alabama,31.3502,-85.3523,4683,C,50
1,North America,NA,United States,USA,Heflin,AL,Alabama,33.6471,-85.5698,3425,C,50
1,North America,NA,United States,USA,Helena,AL,Alabama,33.2855,-86.8748,19072,C,50
1,North America,NA,United States,USA,Henagar,AL,Alabama,34.631,-85.7405,2353,C,50
1,North America,NA,United States,USA,Hokes Bluff,AL,Alabama,33.9902,-85.8639,4269,C,50
1,North America,NA,United States,USA,Homewood,AL,Alabama,33.4617,-86.8092,25476,C,50
1,North America,NA,United States,USA,Hoover,AL,Alabama,33.3763,-86.8058,84920,C,50
1,North America,NA,United States,USA,Hueytown,AL,Alabama,33.4237,-87.0221,15460,C,50
1,North America,NA,United States,USA,Huntsville,AL,Alabama,34.6989,-86.6414,309716,C,50
1,North America,NA,United States,USA,Indian Springs Village,AL,Alabama,33.3591,-86.7493,2606,C,50
1,North America,NA,United States,USA,Irondale,AL,Alabama,33.544,-86.6599,12468,C,50
1,North America,NA,United States,USA,Jackson,AL,Alabama,31.5318,-87.8915,2675,C,50
1,North America,NA,United States,USA,Jacksonville,AL,Alabama,33.8088,-85.7544,12612,C,50
1,North America,NA,United States,USA,Jasper,AL,Alabama,33.8514,-87.2719,13432,C,50
1,North America,NA,United States,USA,Jemison,AL,Alabama,32.9696,-86.7339,2627,C,50
1,North America,NA,United States,USA,Kimberly,AL,Alabama,33.7758,-86.797,3173,C,50
1,North America,NA,United States,USA,Kinsey,AL,Alabama,31.2926,-85.3353,3220,C,50
1,North America,NA,United States,USA,Lafayette,AL,Alabama,32.8997,-85.4007,2944,C,50
1,North America,NA,United States,USA,Lake View,AL,Alabama,33.2802,-87.1257,4035,C,50
1,North America,NA,United States,USA,Lanett,AL,Alabama,32.8576,-85.2079,6271,C,50
1,North America,NA,United States,USA,Leeds,AL,Alabama,33.5429,-86.5636,12031,C,50
1,North America,NA,United States,USA,Leesburg,AL,Alabama,34.1838,-85.7753,1021,C,50
1,North America,NA,United States,USA,Level Plains,AL,Alabama,31.307,-85.7688,2029,C,50
1,North America,NA,United States,USA,Lincoln,AL,Alabama,33.5935,-86.1372,6664,C,50
1,North America,NA,United States,USA,Linden,AL,Alabama,32.3001,-87.7926,1936,C,50
1,North America,NA,United States,USA,Lineville,AL,Alabama,33.3123,-85.7508,2263,C,50
1,North America,NA,United States,USA,Lipscomb,AL,Alabama,33.4261,-86.926,2153,C,50
1,North America,NA,United States,USA,Livingston,AL,Alabama,32.5982,-88.1891,3333,C,50
1,North America,NA,United States,USA,Locust Fork,AL,Alabama,33.8957,-86.6302,1207,C,50
1,North America,NA,United States,USA,Loxley,AL,Alabama,30.6822,-87.7418,2336,C,50
1,North America,NA,United States,USA,Luverne,AL,Alabama,31.7186,-86.2687,2770,C,50
1,North America,NA,United States,USA,Madison,AL,Alabama,34.7113,-86.7617,48861,C,50
1,North America,NA,United States,USA,Malvern,AL,Alabama,31.1428,-85.521,1441,C,50
1,North America,NA,United States,USA,Margaret,AL,Alabama,33.6735,-86.468,4813,C,50
1,North America,NA,United States,USA,Marion,AL,Alabama,32.6318,-87.3172,3314,C,50
1,North America,NA,United States,USA,Midfield,AL,Alabama,33.4552,-86.9226,5092,C,50
1,North America,NA,United States,USA,Midland City,AL,Alabama,31.3157,-85.4937,2362,C,50
1,North America,NA,United States,USA,Millbrook,AL,Alabama,32.5033,-86.3729,15318,C,50
1,North America,NA,United States,USA,Mobile,AL,Alabama,30.6783,-88.1162,318084,C,50
1,North America,NA,United States,USA,Monroeville,AL,Alabama,31.5164,-87.328,4395,C,50
1,North America,NA,United States,USA,Montevallo,AL,Alabama,33.1254,-86.848,6636,C,50
1,North America,NA,United States,USA,Montgomery,AL,Alabama,32.347,-86.2663,255908,C,50
1,North America,NA,United States,USA,Moody,AL,Alabama,33.5986,-86.4963,12956,C,50
1,North America,NA,United States,USA,Morris,AL,Alabama,33.7467,-86.8039,1970,C,50
1,North America,NA,United States,USA,Moulton,AL,Alabama,34.4844,-87.2832,2740,C,50
1,North America,NA,United States,USA,Moundville,AL,Alabama,32.997,-87.6272,2598,C,50
1,North America,NA,United States,USA,Mount Vernon,AL,Alabama,31.0888,-88.0137,1501,C,50
1,North America,NA,United States,USA,Mountain Brook,AL,Alabama,33.4871,-86.74,20381,C,50
1,North America,NA,United States,USA,Munford,AL,Alabama,33.5287,-85.953,1264,C,50
1,North America,NA,United States,USA,Muscle Shoals,AL,Alabama,34.7436,-87.6344,14022,C,50
1,North America,NA,United States,USA,New Brockton,AL,Alabama,31.3784,-85.9228,1176,C,50
1,North America,NA,United States,USA,New Hope,AL,Alabama,34.537,-86.4128,2842,C,50
1,North America,NA,United States,USA,Newton,AL,Alabama,31.3423,-85.5893,1464,C,50
1,North America,NA,United States,USA,Northport,AL,Alabama,33.258,-87.5979,25094,C,50
1,North America,NA,United States,USA,Odenville,AL,Alabama,33.6979,-86.4229,3760,C,50
1,North America,NA,United States,USA,Ohatchee,AL,Alabama,33.7877,-86.0278,1157,C,50
1,North America,NA,United States,USA,Oneonta,AL,Alabama,33.9392,-86.4929,5432,C,50
1,North America,NA,United States,USA,Opelika,AL,Alabama,32.6621,-85.3772,30240,C,50
1,North America,NA,United States,USA,Opp,AL,Alabama,31.2848,-86.257,4668,C,50
1,North America,NA,United States,USA,Orange Beach,AL,Alabama,30.2941,-87.5851,6029,C,50
1,North America,NA,United States,USA,Owens Cross Roads,AL,Alabama,34.5845,-86.4574,1939,C,50
1,North America,NA,United States,USA,Oxford,AL,Alabama,33.5967,-85.8691,21180,C,50
1,North America,NA,United States,USA,Ozark,AL,Alabama,31.4509,-85.6473,11678,C,50
1,North America,NA,United States,USA,Pelham,AL,Alabama,33.3116,-86.7573,23493,C,50
1,North America,NA,United States,USA,Pell City,AL,Alabama,33.5609,-86.2669,11952,C,50
1,North America,NA,United States,USA,Phenix City,AL,Alabama,32.4587,-85.0251,36219,C,50
1,North America,NA,United States,USA,Phil Campbell,AL,Alabama,34.3519,-87.7062,1253,C,50
1,North America,NA,United States,USA,Piedmont,AL,Alabama,33.9267,-85.6157,3471,C,50
1,North America,NA,United States,USA,Pike Road,AL,Alabama,32.2932,-86.0903,9322,C,50
1,North America,NA,United States,USA,Pinson,AL,Alabama,33.7062,-86.6655,7532,C,50
1,North America,NA,United States,USA,Pleasant Grove,AL,Alabama,33.4936,-86.9782,10104,C,50
1,North America,NA,United States,USA,Prattville,AL,Alabama,32.4604,-86.4589,35498,C,50
1,North America,NA,United States,USA,Priceville,AL,Alabama,34.5254,-86.886,3916,C,50
1,North America,NA,United States,USA,Prichard,AL,Alabama,30.7735,-88.1301,21732,C,50
1,North America,NA,United States,USA,Ragland,AL,Alabama,33.7469,-86.1384,1685,C,50
1,North America,NA,United States,USA,Rainbow City,AL,Alabama,33.9336,-86.0923,9555,C,50
1,North America,NA,United States,USA,Rainsville,AL,Alabama,34.4939,-85.8435,5038,C,50
1,North America,NA,United States,USA,Red Bay,AL,Alabama,34.4358,-88.1362,3086,C,50
1,North America,NA,United States,USA,Reform,AL,Alabama,33.3788,-88.0173,1592,C,50
1,North America,NA,United States,USA,Rehobeth,AL,Alabama,31.1243,-85.4386,1530,C,50
1,North America,NA,United States,USA,Riverside,AL,Alabama,33.6171,-86.2042,2294,C,50
1,North America,NA,United States,USA,Roanoke,AL,Alabama,33.1453,-85.3694,4176,C,50
1,North America,NA,United States,USA,Robertsdale,AL,Alabama,30.5533,-87.706,8784,C,50
1,North America,NA,United States,USA,Rogersville,AL,Alabama,34.8251,-87.2821,1230,C,50
1,North America,NA,United States,USA,Russellville,AL,Alabama,34.5055,-87.7282,9732,C,50
1,North America,NA,United States,USA,Samson,AL,Alabama,31.1124,-86.0462,1887,C,50
1,North America,NA,United States,USA,Saraland,AL,Alabama,30.8453,-88.0988,14576,C,50
1,North America,NA,United States,USA,Sardis City,AL,Alabama,34.1749,-86.1125,1796,C,50
1,North America,NA,United States,USA,Satsuma,AL,Alabama,30.8578,-88.0632,6154,C,50
1,North America,NA,United States,USA,Scottsboro,AL,Alabama,34.6438,-86.0491,9874,C,50
1,North America,NA,United States,USA,Selma,AL,Alabama,32.4166,-87.0336,21083,C,50
1,North America,NA,United States,USA,Semmes,AL,Alabama,30.7883,-88.2343,4934,C,50
1,North America,NA,United States,USA,Sheffield,AL,Alabama,34.7557,-87.7008,8930,C,50
1,North America,NA,United States,USA,Slocomb,AL,Alabama,31.1103,-85.5954,1924,C,50
1,North America,NA,United States,USA,Smiths Station,AL,Alabama,32.5284,-85.096,5418,C,50
1,North America,NA,United States,USA,Southside,AL,Alabama,33.9007,-86.0237,8731,C,50
1,North America,NA,United States,USA,Spanish Fort,AL,Alabama,30.7256,-87.8602,8644,C,50
1,North America,NA,United States,USA,Springville,AL,Alabama,33.7643,-86.4749,2879,C,50
1,North America,NA,United States,USA,Steele,AL,Alabama,33.937,-86.2004,1070,C,50
1,North America,NA,United States,USA,Stevenson,AL,Alabama,34.8487,-85.8437,1961,C,50
1,North America,NA,United States,USA,Sulligent,AL,Alabama,33.8912,-88.1266,1845,C,50
1,North America,NA,United States,USA,Sumiton,AL,Alabama,33.7503,-87.0483,3799,C,50
1,North America,NA,United States,USA,Summerdale,AL,Alabama,30.4785,-87.6906,1379,C,50
1,North America,NA,United States,USA,Sylacauga,AL,Alabama,33.1779,-86.2606,17307,C,50
1,North America,NA,United States,USA,Sylvan Springs,AL,Alabama,33.5287,-87.0312,1506,C,50
1,North America,NA,United States,USA,Sylvania,AL,Alabama,34.5619,-85.8045,1882,C,50
1,North America,NA,United States,USA,Talladega,AL,Alabama,33.4329,-86.0976,13277,C,50
1,North America,NA,United States,USA,Tallassee,AL,Alabama,32.5314,-85.8912,3915,C,50
1,North America,NA,United States,USA,Tarrant,AL,Alabama,33.5941,-86.7684,6201,C,50
1,North America,NA,United States,USA,Taylor,AL,Alabama,31.1657,-85.4697,2396,C,50
1,North America,NA,United States,USA,Thomasville,AL,Alabama,31.9111,-87.7418,3076,C,50
1,North America,NA,United States,USA,Thorsby,AL,Alabama,32.917,-86.7203,2054,C,50
1,North America,NA,United States,USA,Town Creek,AL,Alabama,34.6718,-87.4063,1051,C,50
1,North America,NA,United States,USA,Trinity,AL,Alabama,34.6004,-87.0837,2156,C,50
1,North America,NA,United States,USA,Troy,AL,Alabama,31.8021,-85.9665,16782,C,50
1,North America,NA,United States,USA,Trussville,AL,Alabama,33.639,-86.5832,21827,C,50
1,North America,NA,United States,USA,Tuscaloosa,AL,Alabama,33.2349,-87.5267,154204,C,50
1,North America,NA,United States,USA,Tuscumbia,AL,Alabama,34.7204,-87.7035,8398,C,50
1,North America,NA,United States,USA,Tuskegee,AL,Alabama,32.4396,-85.7139,8258,C,50
1,North America,NA,United States,USA,Union Springs,AL,Alabama,32.1395,-85.7141,4734,C,50
1,North America,NA,United States,USA,Uniontown,AL,Alabama,32.449,-87.4958,2320,C,50
1,North America,NA,United States,USA,Valley,AL,Alabama,32.8086,-85.1792,20183,C,50
1,North America,NA,United States,USA,Valley Grande,AL,Alabama,32.4862,-87.0305,3713,C,50
1,North America,NA,United States,USA,Vance,AL,Alabama,33.1746,-87.2313,1611,C,50
1,North America,NA,United States,USA,Vernon,AL,Alabama,33.7589,-88.1144,1877,C,50
1,North America,NA,United States,USA,Vestavia Hills,AL,Alabama,33.4519,-86.7436,34291,C,50
1,North America,NA,United States,USA,Vincent,AL,Alabama,33.3849,-86.4087,2162,C,50
1,North America,NA,United States,USA,Warrior,AL,Alabama,33.8153,-86.8153,3208,C,50
1,North America,NA,United States,USA,Weaver,AL,Alabama,33.7602,-85.8118,3064,C,50
1,North America,NA,United States,USA,Webb,AL,Alabama,31.2573,-85.2898,1423,C,50
1,North America,NA,United States,USA,West Blocton,AL,Alabama,33.1186,-87.1253,1255,C,50
1,North America,NA,United States,USA,Westover,AL,Alabama,33.37,-86.5356,1682,C,50
1,North America,NA,United States,USA,Wetumpka,AL,Alabama,32.5407,-86.2057,8310,C,50
1,North America,NA,United States,USA,Wilsonville,AL,Alabama,33.2356,-86.4881,2005,C,50
1,North America,NA,United States,USA,Winfield,AL,Alabama,33.9311,-87.797,4468,C,50
1,North America,NA,United States,USA,Woodstock,AL,Alabama,33.2194,-87.1489,4094,C,50
1,North America,NA,United States,USA,York,AL,Alabama,32.4998,-88.2938,2280,C,50
1,North America,NA,United States,USA,Anchorage,AK,Alaska,61.1508,-149.1091,253421,A,50
1,North America,NA,United States,USA,Bethel,AK,Alaska,60.7928,-161.7917,4708,A,50
1,North America,NA,United States,USA,Cordova,AK,Alaska,60.5348,-145.6092,2187,A,50
1,North America,NA,United States,USA,Craig,AK,Alaska,55.4913,-133.1165,1276,A,50
1,North America,NA,United States,USA,Dillingham,AK,Alaska,59.055,-158.5379,2360,A,50
1,North America,NA,United States,USA,Fairbanks,AK,Alaska,64.8353,-147.6533,64732,A,50
1,North America,NA,United States,USA,Homer,AK,Alaska,59.653,-151.5255,5697,A,50
1,North America,NA,United States,USA,Houston,AK,Alaska,61.6159,-149.8003,2347,A,50
1,North America,NA,United States,USA,Juneau,AK,Alaska,58.444,-134.1515,25180,A,50
1,North America,NA,United States,USA,Kenai,AK,Alaska,60.5619,-151.1985,5399,A,50
1,North America,NA,United States,USA,Ketchikan,AK,Alaska,55.3556,-131.6698,10636,A,50
1,North America,NA,United States,USA,Kodiak,AK,Alaska,57.7934,-152.4059,9156,A,50
1,North America,NA,United States,USA,North Pole,AK,Alaska,64.753,-147.36,2101,A,50
1,North America,NA,United States,USA,Palmer,AK,Alaska,61.5971,-149.1147,7209,A,50
1,North America,NA,United States,USA,Sand Point,AK,Alaska,55.3227,-160.4834,1076,A,50
1,North America,NA,United States,USA,Seward,AK,Alaska,60.1124,-149.3925,2831,A,50
