GeoLevel,RegionName,RegionAbbreviation,NationName,NationAbbreviation,CityName,StateAbbreviation,StateName,Latitude,Longitude,Population,Timezone,YouthEngagement
1,North America,NA,United States,USA,Lakeshire,MO,Missouri,38.5399,-90.3384,1401,C,50
1,North America,NA,United States,USA,Lamar,MO,Missouri,37.4944,-94.2785,4271,C,50
1,North America,NA,United States,USA,Lathrop,MO,Missouri,39.5515,-94.3286,2035,C,50
1,North America,NA,United States,USA,Lawson,MO,Missouri,39.436,-94.2151,2394,C,50
1,North America,NA,United States,USA,Leadwood,MO,Missouri,37.8618,-90.5892,1173,C,50
1,North America,NA,United States,USA,Lebanon,MO,Missouri,37.6718,-92.6603,14179,C,50
1,North America,NA,United States,USA,Lees Summit,MO,Missouri,38.9172,-94.3816,90597,C,50
1,North America,NA,United States,USA,Lexington,MO,Missouri,39.1798,-93.8694,4343,C,50
1,North America,NA,United States,USA,Liberty,MO,Missouri,39.2394,-94.4191,31507,C,50
1,North America,NA,United States,USA,Licking,MO,Missouri,37.4993,-91.8618,3098,C,50
1,North America,NA,United States,USA,Lilbourn,MO,Missouri,36.5908,-89.6132,1095,C,50
1,North America,NA,United States,USA,Lincoln,MO,Missouri,38.394,-93.3313,1181,C,50
1,North America,NA,United States,USA,Linn,MO,Missouri,38.4788,-91.845,1509,C,50
1,North America,NA,United States,USA,Lone Jack,MO,Missouri,38.8725,-94.174,1237,C,50
1,North America,NA,United States,USA,Louisiana,MO,Missouri,39.4414,-91.0626,3023,C,50
1,North America,NA,United States,USA,Macon,MO,Missouri,39.7424,-92.4712,4932,C,50
1,North America,NA,United States,USA,Malden,MO,Missouri,36.5873,-89.9825,4276,C,50
1,North America,NA,United States,USA,Manchester,MO,Missouri,38.5831,-90.5064,18112,C,50
1,North America,NA,United States,USA,Mansfield,MO,Missouri,37.1102,-92.5803,1255,C,50
1,North America,NA,United States,USA,Maplewood,MO,Missouri,38.6121,-90.3241,8115,C,50
1,North America,NA,United States,USA,Marble Hill,MO,Missouri,37.3032,-89.9807,1484,C,50
1,North America,NA,United States,USA,Marceline,MO,Missouri,39.7166,-92.9473,2136,C,50
1,North America,NA,United States,USA,Marionville,MO,Missouri,37.0023,-93.636,2191,C,50
1,North America,NA,United States,USA,Marlborough,MO,Missouri,38.5682,-90.3395,2177,C,50
1,North America,NA,United States,USA,Marshall,MO,Missouri,39.1145,-93.201,12318,C,50
1,North America,NA,United States,USA,Marshfield,MO,Missouri,37.3414,-92.9116,7418,C,50
1,North America,NA,United States,USA,Marthasville,MO,Missouri,38.631,-91.0573,1181,C,50
1,North America,NA,United States,USA,Maryland Heights,MO,Missouri,38.7188,-90.4749,26996,C,50
1,North America,NA,United States,USA,Maryville,MO,Missouri,40.3429,-94.8709,12983,C,50
1,North America,NA,United States,USA,Maysville,MO,Missouri,39.8859,-94.3634,1073,C,50
1,North America,NA,United States,USA,Memphis,MO,Missouri,40.4614,-92.1704,1858,C,50
1,North America,NA,United States,USA,Merriam Woods,MO,Missouri,36.7181,-93.1714,1846,C,50
1,North America,NA,United States,USA,Mexico,MO,Missouri,39.1626,-91.8711,11320,C,50
1,North America,NA,United States,USA,Milan,MO,Missouri,40.2031,-93.124,1819,C,50
1,North America,NA,United States,USA,Moberly,MO,Missouri,39.4185,-92.4364,13742,C,50
1,North America,NA,United States,USA,Moline Acres,MO,Missouri,38.7456,-90.2431,2390,C,50
1,North America,NA,United States,USA,Monett,MO,Missouri,36.9219,-93.9263,8562,C,50
1,North America,NA,United States,USA,Monroe City,MO,Missouri,39.6542,-91.7327,2435,C,50
1,North America,NA,United States,USA,Montgomery City,MO,Missouri,38.9737,-91.5024,2462,C,50
1,North America,NA,United States,USA,Moscow Mills,MO,Missouri,38.9398,-90.9253,2932,C,50
1,North America,NA,United States,USA,Mound City,MO,Missouri,40.1365,-95.2337,1042,C,50
1,North America,NA,United States,USA,Mount Vernon,MO,Missouri,37.105,-93.8191,4513,C,50
1,North America,NA,United States,USA,Mountain Grove,MO,Missouri,37.1341,-92.266,4493,C,50
1,North America,NA,United States,USA,Mountain View,MO,Missouri,36.9936,-91.7019,2655,C,50
1,North America,NA,United States,USA,Neosho,MO,Missouri,36.844,-94.3756,12153,C,50
1,North America,NA,United States,USA,Nevada,MO,Missouri,37.8445,-94.3492,8581,C,50
1,North America,NA,United States,USA,New Franklin,MO,Missouri,39.0175,-92.7406,1076,C,50
1,North America,NA,United States,USA,New Haven,MO,Missouri,38.6048,-91.2178,2078,C,50
1,North America,NA,United States,USA,New Madrid,MO,Missouri,36.5879,-89.5505,2991,C,50
1,North America,NA,United States,USA,Nixa,MO,Missouri,37.0459,-93.2953,21321,C,50
1,North America,NA,United States,USA,Noel,MO,Missouri,36.5433,-94.4888,1817,C,50
1,North America,NA,United States,USA,Normandy,MO,Missouri,38.707,-90.3008,4900,C,50
1,North America,NA,United States,USA,North Kansas City,MO,Missouri,39.1396,-94.5643,4505,C,50
1,North America,NA,United States,USA,Northwoods,MO,Missouri,38.7035,-90.2824,4127,C,50
1,North America,NA,United States,USA,O'Fallon,MO,Missouri,38.7851,-90.7176,87597,C,50
1,North America,NA,United States,USA,Oak Grove,MO,Missouri,39.0074,-94.1278,8112,C,50
1,North America,NA,United States,USA,Oakland,MO,Missouri,38.5769,-90.3849,1370,C,50
1,North America,NA,United States,USA,Odessa,MO,Missouri,38.9988,-93.9665,5100,C,50
1,North America,NA,United States,USA,Olivette,MO,Missouri,38.6725,-90.3784,7832,C,50
1,North America,NA,United States,USA,Oran,MO,Missouri,37.0855,-89.6534,1246,C,50
1,North America,NA,United States,USA,Oronogo,MO,Missouri,37.1917,-94.4639,2553,C,50
1,North America,NA,United States,USA,Osage Beach,MO,Missouri,38.1353,-92.648,3878,C,50
1,North America,NA,United States,USA,Overland,MO,Missouri,38.6967,-90.3689,15708,C,50
1,North America,NA,United States,USA,Owensville,MO,Missouri,38.349,-91.4974,2816,C,50
1,North America,NA,United States,USA,Ozark,MO,Missouri,37.0361,-93.2154,19905,C,50
1,North America,NA,United States,USA,Pacific,MO,Missouri,38.4805,-90.7543,10634,C,50
1,North America,NA,United States,USA,Pagedale,MO,Missouri,38.6801,-90.3082,3294,C,50
1,North America,NA,United States,USA,Palmyra,MO,Missouri,39.7985,-91.5272,3581,C,50
1,North America,NA,United States,USA,Paris,MO,Missouri,39.4773,-92.0039,1173,C,50
1,North America,NA,United States,USA,Park Hills,MO,Missouri,37.8211,-90.505,8557,C,50
1,North America,NA,United States,USA,Parkville,MO,Missouri,39.2004,-94.7222,6772,C,50
1,North America,NA,United States,USA,Peculiar,MO,Missouri,38.7306,-94.4736,5118,C,50
1,North America,NA,United States,USA,Perryville,MO,Missouri,37.7255,-89.876,8660,C,50
1,North America,NA,United States,USA,Pevely,MO,Missouri,38.2871,-90.3995,5837,C,50
1,North America,NA,United States,USA,Piedmont,MO,Missouri,37.1491,-90.697,1951,C,50
1,North America,NA,United States,USA,Pierce City,MO,Missouri,36.9465,-94.0032,1301,C,50
1,North America,NA,United States,USA,Pine Lawn,MO,Missouri,38.6953,-90.2756,3573,C,50
1,North America,NA,United States,USA,Platte City,MO,Missouri,39.3583,-94.7675,9441,C,50
1,North America,NA,United States,USA,Plattsburg,MO,Missouri,39.5644,-94.4615,2269,C,50
1,North America,NA,United States,USA,Pleasant Hill,MO,Missouri,38.8061,-94.2655,8477,C,50
1,North America,NA,United States,USA,Pleasant Valley,MO,Missouri,39.2172,-94.481,3043,C,50
1,North America,NA,United States,USA,Poplar Bluff,MO,Missouri,36.7632,-90.4135,20518,C,50
1,North America,NA,United States,USA,Portageville,MO,Missouri,36.4295,-89.6994,2970,C,50
1,North America,NA,United States,USA,Potosi,MO,Missouri,37.9337,-90.775,4857,C,50
1,North America,NA,United States,USA,Princeton,MO,Missouri,40.3966,-93.5884,1119,C,50
1,North America,NA,United States,USA,Purdy,MO,Missouri,36.8187,-93.9206,1096,C,50
1,North America,NA,United States,USA,Raymore,MO,Missouri,38.8029,-94.4583,21167,C,50
1,North America,NA,United States,USA,Raytown,MO,Missouri,38.9944,-94.4641,29211,C,50
1,North America,NA,United States,USA,Republic,MO,Missouri,37.1452,-93.4447,16294,C,50
1,North America,NA,United States,USA,Rich Hill,MO,Missouri,38.0958,-94.3633,1332,C,50
1,North America,NA,United States,USA,Richland,MO,Missouri,37.861,-92.3993,1774,C,50
1,North America,NA,United States,USA,Richmond,MO,Missouri,39.2758,-93.9734,5176,C,50
1,North America,NA,United States,USA,Richmond Heights,MO,Missouri,38.6309,-90.3332,8369,C,50
1,North America,NA,United States,USA,Riverside,MO,Missouri,39.1703,-94.6305,3354,C,50
1,North America,NA,United States,USA,Riverview,MO,Missouri,38.7443,-90.2108,2782,C,50
1,North America,NA,United States,USA,Rock Hill,MO,Missouri,38.609,-90.3673,4603,C,50
1,North America,NA,United States,USA,Rock Port,MO,Missouri,40.4109,-95.5332,1224,C,50
1,North America,NA,United States,USA,Rogersville,MO,Missouri,37.1142,-93.0716,3417,C,50
1,North America,NA,United States,USA,Rolla,MO,Missouri,37.9458,-91.7608,20917,C,50
1,North America,NA,United States,USA,Saint Ann,MO,Missouri,38.7266,-90.3871,12737,C,50
1,North America,NA,United States,USA,Saint Charles,MO,Missouri,38.7958,-90.5159,70329,C,50
1,North America,NA,United States,USA,Saint Clair,MO,Missouri,38.3479,-90.9934,5945,C,50
1,North America,NA,United States,USA,Saint James,MO,Missouri,38.0013,-91.6154,3989,C,50
1,North America,NA,United States,USA,Saint Joseph,MO,Missouri,39.7598,-94.821,80818,C,50
1,North America,NA,United States,USA,Saint Louis,MO,Missouri,38.6358,-90.2451,2078283,C,50
1,North America,NA,United States,USA,Saint Martins,MO,Missouri,38.5943,-92.3312,1177,C,50
1,North America,NA,United States,USA,Saint Paul,MO,Missouri,38.8484,-90.7406,2295,C,50
1,North America,NA,United States,USA,Saint Peters,MO,Missouri,38.7825,-90.6061,57178,C,50
1,North America,NA,United States,USA,Saint Robert,MO,Missouri,37.8234,-92.1514,5773,C,50
1,North America,NA,United States,USA,Sainte Genevieve,MO,Missouri,37.9747,-90.0481,4358,C,50
1,North America,NA,United States,USA,Salem,MO,Missouri,37.6398,-91.5346,4886,C,50
1,North America,NA,United States,USA,Salisbury,MO,Missouri,39.4233,-92.8025,1536,C,50
1,North America,NA,United States,USA,Sarcoxie,MO,Missouri,37.0679,-94.1229,1301,C,50
1,North America,NA,United States,USA,Savannah,MO,Missouri,39.939,-94.8279,5269,C,50
1,North America,NA,United States,USA,Scott City,MO,Missouri,37.2243,-89.536,5136,C,50
1,North America,NA,United States,USA,Sedalia,MO,Missouri,38.7043,-93.2349,26399,C,50
1,North America,NA,United States,USA,Senath,MO,Missouri,36.134,-90.1614,1666,C,50
1,North America,NA,United States,USA,Seneca,MO,Missouri,36.8446,-94.6093,2383,C,50
1,North America,NA,United States,USA,Seymour,MO,Missouri,37.1485,-92.7694,1993,C,50
1,North America,NA,United States,USA,Shelbina,MO,Missouri,39.693,-92.0396,1614,C,50
1,North America,NA,United States,USA,Shrewsbury,MO,Missouri,38.5865,-90.3281,6123,C,50
1,North America,NA,United States,USA,Sikeston,MO,Missouri,36.8875,-89.587,16371,C,50
1,North America,NA,United States,USA,Slater,MO,Missouri,39.2227,-93.065,1776,C,50
1,North America,NA,United States,USA,Smithville,MO,Missouri,39.392,-94.5751,9798,C,50
1,North America,NA,United States,USA,Sparta,MO,Missouri,37.002,-93.0846,1887,C,50
1,North America,NA,United States,USA,Springfield,MO,Missouri,37.1943,-93.2915,287222,C,50
1,North America,NA,United States,USA,Stanberry,MO,Missouri,40.2166,-94.5381,1187,C,50
1,North America,NA,United States,USA,Steele,MO,Missouri,36.0904,-89.846,2012,C,50
1,North America,NA,United States,USA,Steelville,MO,Missouri,37.9696,-91.3545,1672,C,50
1,North America,NA,United States,USA,Stockton,MO,Missouri,37.6971,-93.796,1886,C,50
1,North America,NA,United States,USA,Stover,MO,Missouri,38.4418,-92.9901,1067,C,50
1,North America,NA,United States,USA,Strafford,MO,Missouri,37.2689,-93.1197,2399,C,50
1,North America,NA,United States,USA,Sugar Creek,MO,Missouri,39.1421,-94.4019,3308,C,50
1,North America,NA,United States,USA,Sullivan,MO,Missouri,38.2127,-91.1637,9198,C,50
1,North America,NA,United States,USA,Sunset Hills,MO,Missouri,38.531,-90.4088,8492,C,50
1,North America,NA,United States,USA,Sweet Springs,MO,Missouri,38.965,-93.4152,1425,C,50
1,North America,NA,United States,USA,Taos,MO,Missouri,38.5157,-92.0648,1144,C,50
1,North America,NA,United States,USA,Tarkio,MO,Missouri,40.443,-95.3835,1468,C,50
1,North America,NA,United States,USA,Thayer,MO,Missouri,36.5223,-91.5408,2859,C,50
1,North America,NA,United States,USA,Tipton,MO,Missouri,38.6549,-92.7803,3309,C,50
1,North America,NA,United States,USA,Town and Country,MO,Missouri,38.6317,-90.4791,11115,C,50
1,North America,NA,United States,USA,Trenton,MO,Missouri,40.0818,-93.603,5431,C,50
1,North America,NA,United States,USA,Troy,MO,Missouri,38.9708,-90.9715,15081,C,50
1,North America,NA,United States,USA,Union,MO,Missouri,38.44,-90.9928,9777,C,50
1,North America,NA,United States,USA,Unionville,MO,Missouri,40.4757,-93.0044,1790,C,50
1,North America,NA,United States,USA,University City,MO,Missouri,38.6657,-90.3315,34549,C,50
1,North America,NA,United States,USA,Valley Park,MO,Missouri,38.5514,-90.4922,6902,C,50
1,North America,NA,United States,USA,Vandalia,MO,Missouri,39.308,-91.4892,3911,C,50
1,North America,NA,United States,USA,Velda Village,MO,Missouri,38.694,-90.2934,1383,C,50
1,North America,NA,United States,USA,Velda Village Hills,MO,Missouri,38.692,-90.2876,1045,C,50
1,North America,NA,United States,USA,Versailles,MO,Missouri,38.4333,-92.8453,2432,C,50
1,North America,NA,United States,USA,Vinita Park,MO,Missouri,38.6891,-90.34,1869,C,50
1,North America,NA,United States,USA,Wardsville,MO,Missouri,38.49,-92.1791,1550,C,50
1,North America,NA,United States,USA,Warrensburg,MO,Missouri,38.7617,-93.7283,22136,C,50
1,North America,NA,United States,USA,Warrenton,MO,Missouri,38.8187,-91.1362,9487,C,50
1,North America,NA,United States,USA,Warsaw,MO,Missouri,38.247,-93.3709,2624,C,50
1,North America,NA,United States,USA,Warson Woods,MO,Missouri,38.6069,-90.3912,1921,C,50
1,North America,NA,United States,USA,Washington,MO,Missouri,38.5515,-91.0151,14300,C,50
1,North America,NA,United States,USA,Waynesville,MO,Missouri,37.8207,-92.2199,5230,C,50
1,North America,NA,United States,USA,Weatherby Lake,MO,Missouri,39.2365,-94.696,1993,C,50
1,North America,NA,United States,USA,Webb City,MO,Missouri,37.1412,-94.4675,11334,C,50
1,North America,NA,United States,USA,Webster Groves,MO,Missouri,38.5866,-90.3544,22886,C,50
1,North America,NA,United States,USA,Weldon Spring,MO,Missouri,38.7117,-90.6518,5578,C,50
1,North America,NA,United States,USA,Wellston,MO,Missouri,38.6751,-90.2941,2286,C,50
1,North America,NA,United States,USA,Wellsville,MO,Missouri,39.0734,-91.5693,1142,C,50
1,North America,NA,United States,USA,Wentzville,MO,Missouri,38.8164,-90.867,39414,C,50
1,North America,NA,United States,USA,West Plains,MO,Missouri,36.7378,-91.868,11488,C,50
1,North America,NA,United States,USA,Weston,MO,Missouri,39.403,-94.886,1784,C,50
1,North America,NA,United States,USA,Wildwood,MO,Missouri,38.5798,-90.6697,35501,C,50
1,North America,NA,United States,USA,Willard,MO,Missouri,37.2935,-93.417,5675,C,50
1,North America,NA,United States,USA,Willow Springs,MO,Missouri,36.9878,-91.962,2120,C,50
1,North America,NA,United States,USA,Winchester,MO,Missouri,38.5897,-90.5261,1519,C,50
1,North America,NA,United States,USA,Windsor,MO,Missouri,38.5319,-93.5227,2470,C,50
1,North America,NA,United States,USA,Winfield,MO,Missouri,38.9944,-90.7437,1454,C,50
1,North America,NA,United States,USA,Winona,MO,Missouri,37.0042,-91.327,1304,C,50
1,North America,NA,United States,USA,Woodson Terrace,MO,Missouri,38.7287,-90.3601,4036,C,50
1,North America,NA,United States,USA,Wright City,MO,Missouri,38.8341,-91.0399,3476,C,50
1,North America,NA,United States,USA,Baker,MT,Montana,46.3645,-104.2729,1935,M,50
1,North America,NA,United States,USA,Belgrade,MT,Montana,45.7796,-111.1751,15975,M,50
1,North America,NA,United States,USA,Big Timber,MT,Montana,45.8347,-109.9488,1674,M,50
1,North America,NA,United States,USA,Billings,MT,Montana,45.7889,-108.5503,120800,M,50
1,North America,NA,United States,USA,Boulder,MT,Montana,46.2358,-112.1198,1248,M,50
1,North America,NA,United States,USA,Bozeman,MT,Montana,45.6828,-111.0548,53949,M,50
1,North America,NA,United States,USA,Browning,MT,Montana,48.5564,-113.0151,1033,M,50
1,North America,NA,United States,USA,Butte,MT,Montana,45.902,-112.6571,30628,M,50
1,North America,NA,United States,USA,Chinook,MT,Montana,48.5901,-109.2318,1250,M,50
1,North America,NA,United States,USA,Choteau,MT,Montana,47.8137,-112.1794,1691,M,50
1,North America,NA,United States,USA,Colstrip,MT,Montana,45.8943,-106.628,2311,M,50
1,North America,NA,United States,USA,Columbia Falls,MT,Montana,48.3708,-114.1903,6886,M,50
1,North America,NA,United States,USA,Columbus,MT,Montana,45.636,-109.2488,2028,M,50
1,North America,NA,United States,USA,Conrad,MT,Montana,48.1741,-111.9466,2501,M,50
1,North America,NA,United States,USA,Cut Bank,MT,Montana,48.6344,-112.3304,3006,M,50
1,North America,NA,United States,USA,Deer Lodge,MT,Montana,46.3974,-112.7337,3031,M,50
1,North America,NA,United States,USA,Dillon,MT,Montana,45.2177,-112.6348,4753,M,50
1,North America,NA,United States,USA,East Helena,MT,Montana,46.585,-111.9158,2067,M,50
1,North America,NA,United States,USA,Eureka,MT,Montana,48.876,-115.0475,1100,M,50
1,North America,NA,United States,USA,Forsyth,MT,Montana,46.2669,-106.6748,1860,M,50
1,North America,NA,United States,USA,Fort Benton,MT,Montana,47.8291,-110.6557,1451,M,50
1,North America,NA,United States,USA,Glasgow,MT,Montana,48.199,-106.6321,3371,M,50
1,North America,NA,United States,USA,Glendive,MT,Montana,47.1102,-104.707,6719,M,50
1,North America,NA,United States,USA,Great Falls,MT,Montana,47.5022,-111.2995,65624,M,50
1,North America,NA,United States,USA,Hamilton,MT,Montana,46.2527,-114.1598,6722,M,50
1,North America,NA,United States,USA,Hardin,MT,Montana,45.7423,-107.6082,3955,M,50
1,North America,NA,United States,USA,Havre,MT,Montana,48.5428,-109.6805,10148,M,50
1,North America,NA,United States,USA,Helena,MT,Montana,46.5964,-112.0197,50227,M,50
1,North America,NA,United States,USA,Kalispell,MT,Montana,48.2155,-114.3262,37024,M,50
1,North America,NA,United States,USA,Laurel,MT,Montana,45.6735,-108.7707,8596,M,50
1,North America,NA,United States,USA,Lewistown,MT,Montana,47.0514,-109.4524,6108,M,50
1,North America,NA,United States,USA,Libby,MT,Montana,48.3875,-115.5559,4072,M,50
1,North America,NA,United States,USA,Livingston,MT,Montana,45.6667,-110.5538,8735,M,50
1,North America,NA,United States,USA,Malta,MT,Montana,48.3555,-107.8709,1935,M,50
1,North America,NA,United States,USA,Manhattan,MT,Montana,45.8622,-111.3343,1750,M,50
1,North America,NA,United States,USA,Miles City,MT,Montana,46.4059,-105.8385,9686,M,50
1,North America,NA,United States,USA,Missoula,MT,Montana,46.8685,-114.0094,90218,M,50
1,North America,NA,United States,USA,Plains,MT,Montana,47.4602,-114.8842,1093,M,50
1,North America,NA,United States,USA,Plentywood,MT,Montana,48.776,-104.5573,1809,M,50
1,North America,NA,United States,USA,Polson,MT,Montana,47.6896,-114.1429,5174,M,50
1,North America,NA,United States,USA,Poplar,MT,Montana,48.1106,-105.1971,2847,M,50
1,North America,NA,United States,USA,Red Lodge,MT,Montana,45.1933,-109.2501,2286,M,50
1,North America,NA,United States,USA,Ronan,MT,Montana,47.5287,-114.1005,2083,M,50
1,North America,NA,United States,USA,Roundup,MT,Montana,46.4485,-108.5402,1857,M,50
1,North America,NA,United States,USA,Scobey,MT,Montana,48.7904,-105.4206,1022,M,50
1,North America,NA,United States,USA,Shelby,MT,Montana,48.5034,-111.8615,2813,M,50
1,North America,NA,United States,USA,Sidney,MT,Montana,47.7152,-104.168,6628,M,50
1,North America,NA,United States,USA,Stevensville,MT,Montana,46.5111,-114.0788,1988,M,50
1,North America,NA,United States,USA,Thompson Falls,MT,Montana,47.5994,-115.3428,1378,M,50
1,North America,NA,United States,USA,Three Forks,MT,Montana,45.8899,-111.5523,2006,M,50
1,North America,NA,United States,USA,Townsend,MT,Montana,46.3192,-111.5197,2045,M,50
1,North America,NA,United States,USA,West Yellowstone,MT,Montana,44.6627,-111.1057,1365,M,50
1,North America,NA,United States,USA,Whitefish,MT,Montana,48.4332,-114.3592,7540,M,50
1,North America,NA,United States,USA,Whitehall,MT,Montana,45.8709,-112.0975,1122,M,50
1,North America,NA,United States,USA,Wolf Point,MT,Montana,48.0934,-105.6413,3728,M,50
1,North America,NA,United States,USA,Ainsworth,NE,Nebraska,42.5485,-99.8575,1649,C,50
1,North America,NA,United States,USA,Albion,NE,Nebraska,41.6873,-97.9985,1613,C,50
1,North America,NA,United States,USA,Alliance,NE,Nebraska,42.1025,-102.8765,8158,M,50
1,North America,NA,United States,USA,Alma,NE,Nebraska,40.1036,-99.3655,1169,C,50
1,North America,NA,United States,USA,Arlington,NE,Nebraska,41.4548,-96.3565,1281,C,50
1,North America,NA,United States,USA,Ashland,NE,Nebraska,41.0404,-96.3707,2756,C,50
1,North America,NA,United States,USA,Atkinson,NE,Nebraska,42.5308,-98.9747,1251,C,50
1,North America,NA,United States,USA,Auburn,NE,Nebraska,40.3894,-95.8436,3315,C,50
1,North America,NA,United States,USA,Aurora,NE,Nebraska,40.8642,-98.007,4475,C,50
1,North America,NA,United States,USA,Battle Creek,NE,Nebraska,41.9981,-97.5994,1201,C,50
1,North America,NA,United States,USA,Bayard,NE,Nebraska,41.7572,-103.323,1140,M,50
1,North America,NA,United States,USA,Beatrice,NE,Nebraska,40.2738,-96.7455,12242,C,50
1,North America,NA,United States,USA,Bellevue,NE,Nebraska,41.1535,-95.9357,53424,C,50
1,North America,NA,United States,USA,Bennington,NE,Nebraska,41.3682,-96.1617,1523,C,50
1,North America,NA,United States,USA,Blair,NE,Nebraska,41.5417,-96.1361,7943,C,50
1,North America,NA,United States,USA,Bridgeport,NE,Nebraska,41.6639,-103.0962,1520,M,50
1,North America,NA,United States,USA,Broken Bow,NE,Nebraska,41.4052,-99.6401,3523,C,50
1,North America,NA,United States,USA,Burwell,NE,Nebraska,41.78,-99.1341,1191,C,50
1,North America,NA,United States,USA,Cambridge,NE,Nebraska,40.2843,-100.1654,1040,C,50
1,North America,NA,United States,USA,Central City,NE,Nebraska,41.1133,-98.0003,2808,C,50
1,North America,NA,United States,USA,Chadron,NE,Nebraska,42.826,-103.0024,5324,M,50
1,North America,NA,United States,USA,Columbus,NE,Nebraska,41.4361,-97.3561,23123,C,50
1,North America,NA,United States,USA,Cozad,NE,Nebraska,40.8613,-99.9863,3706,C,50
1,North America,NA,United States,USA,Creighton,NE,Nebraska,42.4649,-97.9072,1102,C,50
1,North America,NA,United States,USA,Crete,NE,Nebraska,40.6255,-96.9575,7148,C,50
1,North America,NA,United States,USA,Dakota City,NE,Nebraska,42.4184,-96.4202,1860,C,50
1,North America,NA,United States,USA,David City,NE,Nebraska,41.2577,-97.1277,2797,C,50
1,North America,NA,United States,USA,Eagle,NE,Nebraska,40.8161,-96.4329,1083,C,50
1,North America,NA,United States,USA,Fairbury,NE,Nebraska,40.1438,-97.1765,3678,C,50
1,North America,NA,United States,USA,Falls City,NE,Nebraska,40.0623,-95.599,4001,C,50
1,North America,NA,United States,USA,Fremont,NE,Nebraska,41.4417,-96.4886,27533,C,50
1,North America,NA,United States,USA,Fullerton,NE,Nebraska,41.3647,-97.9726,1262,C,50
1,North America,NA,United States,USA,Geneva,NE,Nebraska,40.5295,-97.5991,2122,C,50
1,North America,NA,United States,USA,Gering,NE,Nebraska,41.8275,-103.6649,8319,M,50
1,North America,NA,United States,USA,Gibbon,NE,Nebraska,40.7461,-98.8458,1890,C,50
1,North America,NA,United States,USA,Gordon,NE,Nebraska,42.8063,-102.2039,1545,M,50
1,North America,NA,United States,USA,Gothenburg,NE,Nebraska,40.9241,-100.154,3415,C,50
1,North America,NA,United States,USA,Grand Island,NE,Nebraska,40.9214,-98.3584,53424,C,50
1,North America,NA,United States,USA,Grant,NE,Nebraska,40.8444,-101.7256,1120,M,50
1,North America,NA,United States,USA,Gretna,NE,Nebraska,41.1319,-96.2447,5062,C,50
1,North America,NA,United States,USA,Hartington,NE,Nebraska,42.6205,-97.2672,1490,C,50
1,North America,NA,United States,USA,Hastings,NE,Nebraska,40.5961,-98.3916,24391,C,50
1,North America,NA,United States,USA,Hebron,NE,Nebraska,40.1681,-97.5872,1511,C,50
1,North America,NA,United States,USA,Hickman,NE,Nebraska,40.624,-96.6309,2221,C,50
1,North America,NA,United States,USA,Holdrege,NE,Nebraska,40.4395,-99.3773,5286,C,50
1,North America,NA,United States,USA,Imperial,NE,Nebraska,40.5146,-101.6381,2062,M,50
1,North America,NA,United States,USA,Kearney,NE,Nebraska,40.7008,-99.0846,34386,C,50
1,North America,NA,United States,USA,Kimball,NE,Nebraska,41.2336,-103.6512,2361,M,50
1,North America,NA,United States,USA,La Vista,NE,Nebraska,41.1816,-96.0666,17116,C,50
1,North America,NA,United States,USA,Lexington,NE,Nebraska,40.7779,-99.7461,10252,C,50
1,North America,NA,United States,USA,Lincoln,NE,Nebraska,40.8098,-96.6802,285118,C,50
1,North America,NA,United States,USA,Louisville,NE,Nebraska,40.9976,-96.1614,1261,C,50
1,North America,NA,United States,USA,Loup City,NE,Nebraska,41.2766,-98.9678,1009,C,50
1,North America,NA,United States,USA,Madison,NE,Nebraska,41.8286,-97.4567,2359,C,50
1,North America,NA,United States,USA,McCook,NE,Nebraska,40.2046,-100.6214,7407,C,50
1,North America,NA,United States,USA,Milford,NE,Nebraska,40.7724,-97.0537,2080,C,50
1,North America,NA,United States,USA,Minden,NE,Nebraska,40.498,-98.9675,2940,C,50
1,North America,NA,United States,USA,Mitchell,NE,Nebraska,41.9427,-103.8097,1660,M,50
1,North America,NA,United States,USA,Nebraska City,NE,Nebraska,40.6766,-95.8613,7089,C,50
1,North America,NA,United States,USA,Neligh,NE,Nebraska,42.129,-98.0299,1516,C,50
1,North America,NA,United States,USA,Norfolk,NE,Nebraska,42.035,-97.4208,27016,C,50
1,North America,NA,United States,USA,North Bend,NE,Nebraska,41.4648,-96.7833,1256,C,50
1,North America,NA,United States,USA,North Platte,NE,Nebraska,41.1266,-100.764,24352,C,50
1,North America,NA,United States,USA,O'Neill,NE,Nebraska,42.461,-98.6465,3611,C,50
1,North America,NA,United States,USA,Oakland,NE,Nebraska,41.8354,-96.4667,1183,C,50
1,North America,NA,United States,USA,Ogallala,NE,Nebraska,41.1292,-101.721,4238,M,50
1,North America,NA,United States,USA,Omaha,NE,Nebraska,41.2628,-96.0495,827786,C,50
1,North America,NA,United States,USA,Ord,NE,Nebraska,41.5993,-98.9165,2103,C,50
1,North America,NA,United States,USA,Papillion,NE,Nebraska,41.1545,-96.0584,19539,C,50
1,North America,NA,United States,USA,Pender,NE,Nebraska,42.1107,-96.7114,1100,C,50
1,North America,NA,United States,USA,Pierce,NE,Nebraska,42.1991,-97.5282,1729,C,50
1,North America,NA,United States,USA,Plainview,NE,Nebraska,42.3534,-97.7871,1196,C,50
1,North America,NA,United States,USA,Plattsmouth,NE,Nebraska,41.0053,-95.894,6544,C,50
1,North America,NA,United States,USA,Ralston,NE,Nebraska,41.2005,-96.0354,7333,C,50
